f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,0.7911228315854681,0.9880647073851528,3.622507938996615,0.1537329005399455,-1.2476249554546854,0.0892621490430772,1.070204194816385,0.7971226967650081,-1.681373665455768,5.150839063706012,32.249892583129906,0.7854434545300227,0.6612437480761013,2.6713364684297245,1.020499727925005,1.6109048781044455,0.6182913469728395,2.7623023119489036,0.7853670173327979,1.0291539804240988,-0.38946113886442313,9.011408311790653,32.59475685722052,1.3723489430235396,0.5627096646751355,0.5304228875041512,0.6340421071923813,3.890032263088506,0.8326043914960001,0.44898769194580135,1.634599385562985,1.529079560634494,1.4278544790188237,14.443473803508537,35.2404977793335,-0.2902235271974524,-0.3429213916419325,-0.4506376256826917,0.47311410623411726,3.4780233264010874,-1.573136249926226,0.7998074183170306,1.9427297306815892,-0.2624781919985694,-0.06658765891823931,17.90885861102147,31.7965480833156,-0.07055572003841264,1.4674575483774275,1.703669500996904,1.4634115180603813,2.8260572251823426,1.1868845676914157,-0.08446768399236407,-0.4700379203806155,1.834830175674873,0.48837814845573424,22.409245288958214,34.59795421464618,0.15989349955990204,HELLO
0.0,0.0,0.0,-0.9323761664943019,1.6163676326094134,0.05770614509310324,-1.2872238851036153,0.08716572792226612,0.9381072514486943,-0.3004871854317249,0.589257271108143,0.7044292551585406,0.7375714827410834,15.412915266707381,1.476239049343483,0.06016447966330475,0.211755975757587,-0.09911954977616856,0.3682317021697263,-0.056067385403917966,1.1641568531216164,0.07361464602715193,0.24810743512758918,0.627922644529648,3.0413022574870774,15.414396824378011,0.9496242901081225,-0.8109790507506587,0.5821784883611817,-0.05814797445354518,0.04277470151662133,0.6624867613571653,0.225687945444722,-0.19199058027270052,0.6711253902019841,1.2673249659328407,5.37232743320921,16.541224572906703,1.2372619284421993,-0.961280466756794,0.23470509774048173,0.8906231559877311,-0.49103762407578166,1.349219306433137,-0.19483405928234776,-0.5555035660036068,-0.2380288237935854,1.5600293799836464,7.543953497164108,15.324916141148185,0.07100886720775917,-0.15455175770073679,1.2411872488717812,0.4551352412469625,0.123106540301997,0.2647828817515788,0.9162213714187633,-1.0544592800333767,-0.09514148622435571,-0.02990008351983474,9.010414162998297,15.753780254287635,0.7177094028495653,HELLO
0.0,0.0,0.0,-0.3403421730594066,0.772559080339158,-1.1623327255750928,-1.4915880995271225,-0.015909544161285743,-2.330815794217592,-0.6108769569861647,-1.6955506984821747,1.0520711549938324,3.7883461867300534,33.99791878415123,-1.611643389911892,-0.390102466520883,-0.8115287620910407,2.255112866946676,0.9518661176821365,2.4274514561281553,0.22290981370140256,-0.23060652403268597,-0.6559131687428126,1.27981973098906,9.171320042845906,35.49909876822348,-0.5123867244009132,-0.8380118395310916,-0.5244320764744493,-0.1506889311476241,0.3891877322759505,1.8376397357499603,-2.712860982208444,1.9507899891994873,2.0738173342489503,1.9906794387253635,10.666730328443773,33.77954622634203,1.4118864712732009,-1.6689694606804026,-1.445168843810758,-0.6312082630651873,0.10969307182490345,0.39189875417152736,-0.9544437159915932,1.7377959244349552,2.6305885185505145,-2.602641650947017,19.501532232596034,33.86110441138229,-0.48695474786211973,-1.0581769908306016,0.40625582143619493,-3.4647005276718965,0.21923540015253803,2.096053908753161,0.10178841836750449,0.5015884456598735,-2.567181655353746,-0.773594131293117,20.241021302219668,33.08363777640403,-0.29151224834316897,HELLO
0.0,0.0,0.0,-0.028400792882817046,0.9153477338236374,0.3226446650076082,0.150325831128168,0.7241526170187025,-0.026010404072829625,0.08869372702631294,0.7129607819505064,0.32578181115077204,1.3314915789090798,8.160869076203863,0.03385533625398965,-0.053282832884881,0.9223707070767396,0.36626562964806725,0.18823727836187568,0.5975007076772868,0.49417773648328966,0.10726147592622977,0.7004661803036055,-0.09679274036130897,1.971941924030743,8.275445811529796,0.5753691463627714,-0.16853064310488977,0.9679383153854976,0.18626014051142906,0.4062726103483027,0.46414872889898273,0.19465110484320583,0.04126497637989757,0.8280104917517863,0.20800189393905277,2.611960350898552,7.775364910054693,0.20870540969710683,0.25800988400255814,0.48657866198968747,-0.02285039883443034,0.11200784362488912,0.7298690491557106,0.5816376291942759,0.07290997013053396,0.8802001323152774,0.05937358111894397,4.097744889951573,8.3008039313256,0.2672510825458409,0.29112167119249416,0.3913748109286345,0.16636909810305192,0.426959363417547,0.6258471488942436,0.41571240794825676,-0.09063084074019619,1.1796548353485337,0.6661714426766313,4.858514392492188,7.832810624544882,0.3661944627506308,HELLO
0.0,0.0,0.0,-0.06920054667505542,0.42191992487598623,0.21254632359235331,-0.17095566772794907,0.1446041323640077,0.2719412509175514,0.16277690806322914,-0.0039292784053520345,0.13793199420413346,1.6253735716592235,8.765767977265673,0.6534645899692073,-0.5121443206513608,0.5324448487288103,0.7596058691779639,0.18115948467388118,-0.12506874986684932,0.9734690222039808,-0.13506880360992804,-0.12296441110214595,0.5851136855679975,2.0732394499597198,9.550731949679845,0.4199037188521168,-0.6488740661604828,0.1505106670453332,0.7458612373423961,-0.6561814285730532,0.06248090493907265,0.6715114026313692,-0.3633600621668373,-0.2197748838556458,0.5281414625498289,3.6718995221084794,9.198951390536681,0.8094070925594055,-0.03414773580527892,-0.1940217815409286,0.35192743388210257,-0.1992514742015138,-0.19078056058547874,0.23064017779534227,-0.6034743493964783,-0.572788315890149,0.36383418625843905,4.540164520600462,8.618667492583725,-0.24990264716767738,-0.43450373666115066,-0.23704241251847336,0.794232353194557,0.4666148255898977,-0.4623706920061708,0.1691726374526234,-0.6851149423708539,0.1335144211892068,-0.06778068450841096,5.085907401533511,9.11005583431452,0.9260099569027023,HELLO
0.0,0.0,0.0,-0.1674445941459727,0.1707197527740886,-1.0161867617469864,-1.18237902008175,0.7691837777354286,-0.9963976110186747,0.03686682241657429,0.15301808662610616,0.010615433335166973,1.3928131398248522,14.547037938073803,0.5729184148653851,-0.6577893140011946,0.6151309719104235,-0.8837770691011283,-0.5840057782680469,-0.35409777383237706,-0.027391162022703437,-0.5621637798397803,0.49871347249029585,-0.7014441099135239,3.2090591702299482,14.725518524045338,-0.07351004417203788,0.12629255808763257,-0.6405268666414016,-0.7574797178025495,-1.4901927499120988,1.0165529117253778,-0.26916342322410447,0.31261665752133455,1.0819227288712971,-0.732842712703738,5.401376081665173,14.73783272413141,0.4069595262810842,0.01766676030523876,0.5951731060621452,-0.6816540351374731,-0.8551856149513316,0.43741297908800186,-0.7384771808452588,-0.17964105909342662,0.09692913271501123,0.25338679636239414,7.79254966318191,14.648003523416087,-0.123141095551188,0.415166978755566,-0.38823417162035684,-1.148496234205321,-1.6841185195163646,-0.26147459606003026,0.18596800123474602,-0.6331906033672292,0.06669596028779352,-0.38271116187571597,9.529444462183037,14.676383385501198,0.32767052428420307,HELLO
0.0,0.0,0.0,0.30597145718162544,-0.49909603023515825,0.7522766675101448,-0.22636713790953977,-0.5134003222315136,0.962132583934714,0.32490855342739317,-0.6835041665785391,-0.14190117943617583,1.6613630824351104,8.014941940309685,0.8811648956107628,-0.5514437349994453,-1.1652601318593565,0.8801825595958047,-0.05856511642429346,-0.3405565358278107,0.759577343019565,-0.33498075458074233,-0.609349951216345,0.30002734139084775,2.882518566212598,8.885038962418067,0.2989002167247788,0.6691298530584251,0.10329688064268547,0.7359313787273251,0.3280934229270205,-0.4413936714020235,0.9108409876667644,-0.12495307087293869,-0.579438302177563,0.6163643636936252,3.8256379089007027,8.026305291263183,0.4167055610424556,0.13512352641702272,-0.224924472263509,0.5334626047965271,0.18826928645576405,-0.861159115451172,0.6119112921089525,0.09709445920501213,-1.3442709808675921,0.5388834354683448,4.628109010262169,8.047866347102712,0.256573973403935,0.5347712793364138,-0.8619862583114961,0.4525294982584643,-0.6920273072875123,-0.7054699588702863,0.7674182330854956,0.336930910665786,-0.23539491017852468,0.35067957077056117,5.600711022167396,8.374201077879087,0.7542355626086688,HELLO
0.0,0.0,0.0,-0.03796536617073677,-0.011327180941414012,0.21461150191235773,0.4997687047016508,0.28467849750122526,0.18297999663379746,0.21976611741867125,-0.08895375449305297,-0.243379651004215,1.3150775905139782,8.449798845984459,0.45053108630079663,-0.682922781169047,0.12126980565090842,-0.18175186300182083,-0.47988290590272603,-0.21670593673457048,-0.48155444448736884,-0.18380087741797824,-0.5139031659194366,-0.14276688915045557,1.9724717904826305,9.74627226243005,-0.11782471236437174,-0.3452804225203376,-0.9340015790515898,-0.09177407124735223,0.20833088392103608,-0.3579588534512114,-0.5927369837793611,-0.7954171081610576,0.09434581764725429,-0.23861197608673823,3.663963217322291,8.822870649704338,-0.015046552011129926,0.13404570893025614,0.22255400637125017,-0.5582296342141054,0.32909373372942563,-0.12469892064278013,-0.05153394021947276,0.021363393840697607,-0.44769623016067855,-0.6289686581100181,4.376066401093648,8.963490848586272,-0.1634124894499437,-0.09922368016600178,-0.31930485903838446,0.2506738948222469,-0.021627119810388513,-0.16113965631132013,0.04028429435188755,-0.281479201214023,0.2952885730607399,-0.023632738578677898,5.61288826227829,8.689542106650372,0.42304898025261434,HELLO
0.0,0.0,0.0,-1.2198546017916652,-0.22907549480974765,-0.9916159050020315,-2.5023548010927747,1.147316626186956,1.7040324422818258,-2.6423765850295173,0.2513387362647725,-0.531483500715116,0.8311964538166462,27.870749945829058,-0.9178390087491753,-0.5704520595571039,-0.7602869030000079,1.1473191206378155,-0.5946784813974842,-0.1851433889780511,-0.8466564439982948,0.14081218715933408,-2.3436146078335707,0.6022820594214263,7.712564249080412,25.87021547576331,-0.852217636753268,-0.9188961987781685,0.28483361372860405,0.2729461272143955,-2.9053219871774045,1.519592913107995,-0.665183531599349,0.26071783849773067,0.2643660906898955,0.9057133779244213,10.196217162759304,26.826088950569382,-0.5431137657804175,-2.124535310906073,-0.799260831182799,1.12652741529901,-2.7568324648884555,-1.5083001131216756,0.07236540196938922,-0.0476801036615733,-3.972170092768548,0.5306936859618997,12.825968488585055,26.884381937812687,0.6671523730728219,-1.1438177969456325,0.24838549478992114,-0.728776353520719,-2.604619634272217,-1.214038185559118,1.3998032270698526,-0.8241633856693703,-0.11662271126923388,-0.21153229452206776,16.30117122577998,26.806607857044888,1.3670343792311725,HELLO
0.0,0.0,0.0,0.30906888001171556,0.2563603478847113,0.2537141619260681,0.4854557942124923,0.5507266219364534,0.23663618109070414,0.14926904118356196,0.08945479463518322,0.7535578684897056,1.6657689013837027,7.471610787828179,0.43827085728852666,0.4518822291431997,-0.04700962335514199,-0.06509751811307639,0.9283286188477082,0.42414714297267114,-0.3384745306934709,0.6041627134438522,0.541381281326031,0.6679004263371665,3.1084832759794674,7.920708553760843,0.2876074122812602,0.662403057595208,0.7465032504254664,0.06288947759945822,0.8969187054653882,-0.017583828718413682,0.5189938818186286,-0.2542295794544357,0.1497482795098857,0.4485335264837983,3.313544725692037,7.864898569057337,0.1458869803592252,1.015847567436589,0.33933897784627076,0.3681210092034585,0.42055755639538034,0.14030920735291533,0.3060125352888048,0.5614610079937785,0.34641565294764914,0.41163878012671723,3.992834387638975,7.619769228147146,0.8072244279038129,0.6789686498000833,0.21294030369506567,0.6039296813578722,0.2607695660161302,0.1523106159833956,0.26880437694376036,0.7748779657086229,0.4115332689740134,0.3075950916987513,4.446573792125129,7.316078860320076,0.6649748080250829,HELLO
