lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21,lm_22,lm_23,lm_24,lm_25,lm_26,lm_27,lm_28,lm_29,lm_30,lm_31,lm_32,lm_33,lm_34,lm_35,lm_36,lm_37,lm_38,lm_39,lm_40,lm_41,lm_42,lm_43,lm_44,lm_45,lm_46,lm_47,lm_48,lm_49,lm_50,lm_51,lm_52,lm_53,lm_54,lm_55,lm_56,lm_57,lm_58,lm_59,lm_60,lm_61,lm_62,label,timestamp
0.0,0.0,0.0,-0.038136125,-0.1471963,-0.005156313,-0.107939005,-0.29548448,-0.021214109,-0.14135611,-0.41913494,-0.03729334,-0.1371029,-0.5245743,-0.053623192,-0.14769876,-0.24015993,-0.05509413,-0.26934916,-0.18546641,-0.083031714,-0.23568666,-0.16290134,-0.092391394,-0.19024956,-0.1766764,-0.09464375,-0.14195609,-0.12687033,-0.06515001,-0.26270032,-0.07592988,-0.08875098,-0.22551322,-0.06339389,-0.08382832,-0.18081635,-0.07896304,-0.079753496,-0.13431388,-0.02012384,-0.073995665,-0.24377948,0.008517444,-0.09684978,-0.21127093,0.015947819,-0.07869707,-0.16901916,0.004676044,-0.06326734,-0.12477267,0.07722026,-0.0821116,-0.21794397,0.070574105,-0.097105704,-0.18764007,0.078785956,-0.07898519,-0.14591628,0.081486166,-0.06252092,HELP,2025-12-11T16:08:38.166713
0.0,0.0,0.0,-0.040831327,-0.16171288,-0.00857641,-0.11918002,-0.32469183,-0.027251234,-0.15606815,-0.45950392,-0.044402976,-0.15277094,-0.5671615,-0.062793255,-0.15691483,-0.26817936,-0.073774405,-0.2789842,-0.22155714,-0.102979526,-0.24339479,-0.19835812,-0.112459034,-0.19678843,-0.21045274,-0.11544676,-0.1536454,-0.13576883,-0.08264214,-0.2749952,-0.10189611,-0.10586306,-0.23437148,-0.08469123,-0.100047134,-0.18632376,-0.0946458,-0.096325465,-0.14887911,-0.014714956,-0.089057975,-0.25734437,0.0032635927,-0.106626146,-0.22262686,0.0126258135,-0.086651154,-0.17704278,0.0052440763,-0.07271994,-0.14278209,0.094282985,-0.09528893,-0.22936958,0.08933759,-0.10556869,-0.19950849,0.0986923,-0.08696081,-0.15968174,0.0996688,-0.0722733,HELP,2025-12-11T16:08:38.166718
0.0,0.0,0.0,-0.040481806,-0.18169796,-0.0026113084,-0.1137957,-0.3455919,-0.017776327,-0.14977556,-0.48413986,-0.032923967,-0.15161347,-0.58965284,-0.049599867,-0.15917295,-0.30638665,-0.06239526,-0.2791047,-0.25152254,-0.08564167,-0.24723876,-0.22745484,-0.0923307,-0.20297784,-0.23890406,-0.09419416,-0.16052145,-0.17163473,-0.07337726,-0.27408588,-0.14056551,-0.09042977,-0.23617208,-0.120833755,-0.08384663,-0.18913049,-0.122998655,-0.08072183,-0.15870541,-0.042681813,-0.08147516,-0.25681114,-0.035597205,-0.09190016,-0.22274399,-0.020642996,-0.070456386,-0.17979151,-0.019422472,-0.057789017,-0.15376979,0.07427561,-0.08930733,-0.23019052,0.060813725,-0.0942133,-0.2006591,0.07515693,-0.073808625,-0.16528893,0.0810985,-0.058851745,HELP,2025-12-11T16:08:38.166721
0.0,0.0,0.0,-0.04032904,-0.17292178,-0.0042136824,-0.117437005,-0.358217,-0.019995075,-0.15567815,-0.5142824,-0.03546232,-0.14868861,-0.6380553,-0.05106222,-0.14917189,-0.34807217,-0.06048287,-0.27372402,-0.3017084,-0.08799355,-0.2448107,-0.25637376,-0.09591085,-0.20491028,-0.2599399,-0.0959199,-0.15777725,-0.21721894,-0.06966078,-0.2758606,-0.1882748,-0.09337917,-0.24361694,-0.14868599,-0.09115035,-0.20150644,-0.14565063,-0.086862445,-0.16965902,-0.08340818,-0.07642562,-0.26980007,-0.06698954,-0.09111366,-0.2428078,-0.03853315,-0.07655395,-0.20300007,-0.03885621,-0.064425856,-0.18423891,0.045643628,-0.08241796,-0.27622205,0.028377831,-0.08117201,-0.3025242,0.042901516,-0.06592693,-0.31514817,0.04412031,-0.05457549,HELP,2025-12-11T16:08:38.166723
0.0,0.0,0.0,-0.03131014,-0.20582986,-0.009302028,-0.08566213,-0.41579118,-0.034391697,-0.0968169,-0.5833111,-0.058190066,-0.0865798,-0.67865753,-0.08366713,-0.13026571,-0.34082246,-0.07770454,-0.2514875,-0.30762345,-0.10857122,-0.22065067,-0.28929174,-0.124693066,-0.1780994,-0.2904693,-0.1322408,-0.1414116,-0.19785202,-0.08683082,-0.25094998,-0.21772313,-0.10463757,-0.22098762,-0.2154209,-0.10341113,-0.17852187,-0.20698327,-0.106056966,-0.15025955,-0.070272624,-0.092747055,-0.23403811,-0.1109463,-0.09875109,-0.20916194,-0.10738993,-0.0788473,-0.17356962,-0.09850705,-0.06927148,-0.15962648,0.03750485,-0.09949988,-0.22694522,-0.023934126,-0.09651237,-0.20176178,-0.017925799,-0.073458806,-0.17194247,-0.0046304464,-0.058482718,HELP,2025-12-11T16:08:38.166727
0.0,0.0,0.0,-0.03685963,-0.19485343,-0.0034525644,-0.10446119,-0.33620197,-0.01133457,-0.16114885,-0.4390242,-0.01718932,-0.18794227,-0.50602984,-0.022929544,-0.16362852,-0.2848916,-0.021641452,-0.27413094,-0.3078375,-0.02978967,-0.27887377,-0.30457294,-0.03515638,-0.25975844,-0.30228084,-0.036983542,-0.18489844,-0.1674152,-0.021263791,-0.27792352,-0.20643967,-0.02165208,-0.2636239,-0.20502722,-0.022976168,-0.22841477,-0.18608767,-0.025799572,-0.192236,-0.063869715,-0.018815152,-0.2703638,-0.11318761,-0.013302825,-0.25823328,-0.1191774,-0.005184416,-0.2290188,-0.10338467,-0.0024291598,-0.19118923,0.019503772,-0.016125929,-0.2570458,-0.03116244,-0.009778243,-0.24444246,-0.037346005,0.0034125906,-0.22040573,-0.026233912,0.0132016605,HELP,2025-12-11T16:08:38.166735
0.0,0.0,0.0,-0.037985742,-0.1794616,0.0013233451,-0.09957403,-0.3206808,-0.008491166,-0.15722054,-0.42490846,-0.020590411,-0.16512474,-0.54043925,-0.031723134,-0.186513,-0.24185312,-0.0033811228,-0.25531173,-0.25711495,-0.01369278,-0.22466439,-0.23654044,-0.021438641,-0.1834169,-0.21700507,-0.022030383,-0.2004174,-0.12991095,-0.009948458,-0.25800025,-0.16210836,-0.015521393,-0.23438522,-0.16469944,-0.022124479,-0.20430139,-0.15895236,-0.025348755,-0.2060948,-0.02532816,-0.015443874,-0.26598752,-0.074884176,-0.016876413,-0.253758,-0.0897181,-0.013297286,-0.23004252,-0.09336376,-0.009646972,-0.2097184,0.06023556,-0.020362763,-0.29041648,-0.0040034056,-0.014101129,-0.32829782,-0.036272407,-0.0028893582,-0.35518253,-0.058526754,0.0064703054,HELP,2025-12-11T16:08:38.166737
0.0,0.0,0.0,-0.02841556,-0.17296612,0.0005857738,-0.07983911,-0.30179352,-0.010823235,-0.12844464,-0.4109249,-0.024707388,-0.13163674,-0.522615,-0.03838278,-0.15767065,-0.24500304,-0.0072685685,-0.22479409,-0.25151545,-0.021159451,-0.1976493,-0.2334736,-0.032407325,-0.16151276,-0.22182989,-0.03681638,-0.1713548,-0.13064885,-0.012872999,-0.22580105,-0.15430832,-0.015083536,-0.19968033,-0.14716917,-0.016636863,-0.17034194,-0.13923275,-0.01860596,-0.1754626,-0.023516119,-0.018122861,-0.22111577,-0.06403977,-0.014096807,-0.19890386,-0.059659004,-0.005381817,-0.17179078,-0.051315546,-0.0012474009,-0.17571485,0.06466842,-0.023476189,-0.2229982,0.013613641,-0.0122361295,-0.20216295,0.013131499,0.004283868,-0.17956585,0.018057346,0.016283056,HELP,2025-12-11T16:08:38.166740
0.0,0.0,0.0,-0.032159388,-0.15479726,-0.005619258,-0.08440918,-0.26925915,-0.020757994,-0.13567534,-0.3730805,-0.03646797,-0.14552674,-0.48885676,-0.05290806,-0.16622195,-0.21613348,-0.017234897,-0.23317224,-0.18242717,-0.02559324,-0.2096296,-0.15487677,-0.031423885,-0.17550325,-0.14916891,-0.033766378,-0.17564017,-0.10674566,-0.018446784,-0.22539085,-0.09416485,-0.015765663,-0.19989032,-0.08463043,-0.014808294,-0.16967982,-0.08755678,-0.016539669,-0.17411953,-0.0015112758,-0.01846948,-0.20642388,-0.012809634,-0.010527738,-0.18486127,-0.0037462711,-0.0035412333,-0.15798524,-0.0024954677,-0.0030561348,-0.16786796,0.08671504,-0.019035747,-0.18915856,0.06458408,-0.0075292527,-0.16523415,0.06948882,0.0045627193,-0.14307126,0.067955196,0.012476659,HELP,2025-12-11T16:08:38.166742
0.0,0.0,0.0,-0.031511843,-0.15665793,0.0010587211,-0.08277714,-0.2786432,-0.0077493642,-0.12806368,-0.38568598,-0.017854393,-0.13836852,-0.4907568,-0.028911764,-0.16380543,-0.24360651,-0.010903994,-0.2210142,-0.19164884,-0.014520766,-0.19622856,-0.16389543,-0.018254763,-0.1647417,-0.16538262,-0.02006883,-0.17410877,-0.13829255,-0.014569654,-0.21176827,-0.10743827,-0.009216932,-0.18852448,-0.0931257,-0.008654196,-0.15977842,-0.09972501,-0.011444409,-0.17243177,-0.03421092,-0.016122214,-0.1957106,-0.031818688,-0.006954635,-0.17637867,-0.01746887,-0.00039676644,-0.14975366,-0.01748693,-0.00048363878,-0.16570878,0.054240704,-0.017819978,-0.1805037,0.040554523,-0.0073550832,-0.15716586,0.05235499,0.0041994536,-0.13440052,0.050151348,0.01224593,HELP,2025-12-11T16:08:38.166745
